MODE,FRAME,YAW,PITCH,ROLL,YAWm,PITCHm,ROLLm,AX,AY,AZ,GX,GY,GZ,MX,MY,MZ,TEMP_F,FRAME_TIME_S,FRAME_TIME_MS,FRAME_TIME_US,INT_TIME_S,INT_TIME_MS,INT_TIME_US
RUN MODE,2259,168.33751,6.56148,3.42343,0,0,0,-0.11958,0.05142,0.9938,-5.9145,3.3145,29.36794,-1786.99219,2029.6875,3463.48413,79.2057,0,3,464,0,29,998
RUN MODE,2260,170.03777,6.71789,3.28647,0,0,0,-0.12007,0.04932,0.99131,-5.98779,1.94351,27.85954,-1775.3125,2032.03125,3474.77319,79.20893,0,3,390,0,29,998
RUN MODE,2261,171.63448,6.83177,3.16121,0,0,0,-0.11831,0.04805,0.98779,-5.40916,0.47023,26.26107,-1742.60938,2010.9375,3481.54688,79.21001,0,3,406,0,30,1
RUN MODE,2262,173.12611,6.88273,3.05791,0,0,0,-0.11577,0.04844,0.98896,-4.35725,-0.94656,24.71145,-1737.9375,1980.46875,3488.32031,79.20786,0,3,523,0,29,999
RUN MODE,2263,174.50439,6.96696,3.12834,0,0,0,-0.11616,0.05444,0.99458,-3.34962,-2.18931,23.31908,-1730.92969,1942.96875,3483.80469,79.20677,0,3,411,0,29,998
RUN MODE,2264,175.79655,7.05802,3.37059,0,0,0,-0.1168,0.06353,1.00391,-2.50229,-3.28702,22.37863,-1721.58582,1910.15625,3488.32031,79.20462,0,3,396,0,29,999
RUN MODE,2265,177.06499,7.00889,3.60135,0,0,0,-0.11226,0.06899,1.01079,-1.90382,-4.28092,22.10382,-1707.57031,1886.71875,3483.80469,79.2057,0,3,456,0,29,999
RUN MODE,2266,178.34309,6.88106,3.83823,0,0,0,-0.10718,0.07368,1.01606,-1.88702,-5.19542,22.35725,-1712.24231,1863.28125,3474.77319,79.20677,0,3,410,0,29,998
RUN MODE,2267,179.65416,6.77793,4.14246,0,0,0,-0.10347,0.07915,1.0144,-2.3771,-6.08855,23.07328,-1707.57031,1844.53125,3506.38281,79.20677,0,3,452,0,29,999
RUN MODE,2268,181.03979,6.72161,4.28084,0,0,0,-0.1002,0.07715,1.0063,-3.00153,-7.01832,24.03817,-1695.89062,1851.5625,3490.57837,79.2057,0,3,434,0,30,0
RUN MODE,2269,182.47472,6.59475,4.39244,0,0,0,-0.09399,0.07661,0.99854,-3.77863,-7.92214,24.81832,-1658.51562,1842.1875,3490.57837,79.20893,0,3,444,0,29,998
RUN MODE,2270,183.95432,6.43383,4.36122,0,0,0,-0.08833,0.07178,0.99307,-4.55725,-8.74046,25.29313,-1672.53125,1809.375,3504.125,79.20893,0,3,424,0,30,0
RUN MODE,2271,185.46849,6.2244,4.06883,0,0,0,-0.08228,0.06128,0.98926,-4.9771,-9.41069,25.39542,-1660.85156,1774.21875,3497.35132,79.20893,0,3,442,0,30,0
RUN MODE,2272,186.95787,5.87316,3.73132,0,0,0,-0.0731,0.0543,0.98701,-4.94962,-9.86565,24.90229,-1649.17188,1757.8125,3472.51562,79.21001,0,3,421,0,29,996
RUN MODE,2273,-171.61407,5.26824,3.3775,0,0,0,-0.05859,0.04849,0.98848,-4.4,-10.06718,23.89618,-1630.4845,1725,3490.57837,79.21109,0,3,470,0,30,2
RUN MODE,2274,-170.27095,4.6036,2.98959,0,0,0,-0.04648,0.04233,0.98628,-3.41374,-10.03969,22.51145,-1637.49219,1680.46875,3488.32031,79.21001,0,3,635,0,29,997
RUN MODE,2275,-169.05751,3.98295,2.87036,0,0,0,-0.03721,0.04541,0.98301,-2.52977,-9.79237,20.72672,-1623.47656,1652.34375,3483.80469,79.21001,0,4,72,0,29,998
RUN MODE,2276,-167.98814,3.44975,3.1899,0,0,0,-0.03032,0.05811,0.98091,-2.03969,-9.38473,18.79084,-1607.12512,1650,3486.06226,79.20893,0,3,462,0,30,1
RUN MODE,2277,-167.02699,3.07757,3.62688,0,0,0,-0.02744,0.06689,0.97744,-1.98015,-8.84886,17.0687,-1593.10925,1612.5,3504.125,79.21217,0,3,498,0,29,998
RUN MODE,2278,-166.13657,2.82465,3.97058,0,0,0,-0.02627,0.06987,0.97471,-2.45191,-8.14656,15.76183,-1590.77344,1572.65625,3479.28931,79.21864,0,3,449,0,29,999
RUN MODE,2279,-165.29381,2.5597,4.33603,0,0,0,-0.02319,0.07397,0.97036,-3.45038,-7.22748,14.89466,-1590.77344,1553.90625,3479.28931,79.21864,0,3,442,0,29,998
RUN MODE,2280,-164.46489,2.33943,4.61795,0,0,0,-0.02222,0.075,0.96895,-4.58015,-6.09924,14.50382,-1567.41406,1521.09375,3470.25781,79.21971,0,3,440,0,29,997
RUN MODE,2281,-163.61951,2.11556,4.5668,0,0,0,-0.02085,0.06724,0.96895,-5.36641,-4.78015,14.45649,-1553.39844,1483.59375,3447.67969,79.21971,0,3,378,0,30,0
RUN MODE,2282,-162.75381,1.9032,4.35312,0,0,0,-0.02041,0.06064,0.97339,-5.66565,-3.30229,14.59237,-1548.72668,1469.53125,3425.10156,79.21756,0,3,441,0,29,999
RUN MODE,2283,-161.8745,1.77014,4.33904,0,0,0,-0.02256,0.06421,0.97554,-5.37863,-1.71603,14.83359,-1532.375,1471.875,3440.90601,79.21324,0,3,445,0,30,0
RUN MODE,2284,-160.963,1.63915,4.14629,0,0,0,-0.02373,0.05977,0.9792,-4.60611,-0.02443,15.19542,-1509.01562,1467.1875,3436.39062,79.21324,0,3,517,0,29,998
RUN MODE,2285,-160.03563,1.468,4.04517,0,0,0,-0.02383,0.06123,0.98315,-3.81527,1.77863,15.41221,-1504.34375,1481.25,3454.45312,79.21109,0,3,430,0,30,0
RUN MODE,2286,-159.09686,1.30952,3.97336,0,0,0,-0.02505,0.06172,0.98633,-3.23969,3.62748,15.51756,-1513.68762,1490.625,3486.06226,79.21432,0,3,429,0,29,997
RUN MODE,2287,-158.15805,1.16173,3.84314,0,0,0,-0.02627,0.05869,0.98589,-3.10076,5.42595,15.38931,-1513.68762,1495.3125,3499.60938,79.2154,0,3,463,0,29,997
RUN MODE,2288,-157.24399,1.04885,3.69849,0,0,0,-0.02837,0.05542,0.98804,-3.39084,7.09466,14.87023,-1502.00793,1502.34375,3519.92944,79.21432,0,3,431,0,30,0
RUN MODE,2289,-156.37398,1.02802,3.64369,0,0,0,-0.03252,0.05537,0.99004,-3.69313,8.51756,14.07939,-1506.67969,1516.40625,3547.02368,79.21432,0,3,440,0,30,0
RUN MODE,2290,-155.54909,1.1461,3.34041,0,0,0,-0.03921,0.04609,0.98984,-3.68702,9.64275,13.17252,-1506.67969,1521.09375,3556.05469,79.2154,0,3,483,0,29,997
RUN MODE,2291,-154.79166,1.44747,3.27934,0,0,0,-0.04922,0.04927,0.99004,-3.55573,10.45191,12.10076,-1476.3125,1537.5,3553.79663,79.2154,0,3,519,0,29,998
RUN MODE,2292,-154.08624,1.71463,3.06615,0,0,0,-0.05483,0.04399,0.99854,-3.3374,10.91298,11.11756,-1450.61719,1563.28125,3556.05469,79.21648,0,3,472,0,30,0
RUN MODE,2293,-153.44022,1.96818,2.28946,0,0,0,-0.05977,0.02163,1.01626,-3.35115,10.61527,9.83053,-1448.28125,1565.625,3540.25,79.22187,0,3,459,0,29,998
RUN MODE,2294,-152.92743,2.39166,1.93388,0,0,0,-0.06792,0.02192,1.03169,-3.67634,8.86107,7.95572,-1424.92188,1565.625,3526.70312,79.22618,0,3,536,0,29,999
RUN MODE,2295,-152.55101,2.85179,1.85023,0,0,0,-0.07031,0.02461,1.0355,-3.87023,5.47176,5.94962,-1408.57031,1553.90625,3533.47656,79.22403,0,3,441,0,29,999
RUN MODE,2296,-152.29579,3.17445,1.64952,0,0,0,-0.06445,0.0188,1.03208,-3.87023,0.97863,3.91145,-1410.90625,1542.1875,3535.73462,79.22079,0,3,858,0,30,27
RUN MODE,2297,-152.18932,3.57405,1.67699,0,0,0,-0.06245,0.02314,1.02666,-3.6916,-4.02137,1.73893,-1415.57812,1514.0625,3513.15649,79.22187,0,3,566,0,29,980
RUN MODE,2298,-152.233,4.0349,2.32039,0,0,0,-0.06113,0.04512,1.00825,-3.10687,-8.71908,0.04427,-1394.55469,1497.65625,3501.86743,79.21756,0,3,479,0,29,993
RUN MODE,2299,-152.33937,4.32303,2.88863,0,0,0,-0.05576,0.05347,0.99185,-2.80305,-12.0916,-0.80763,-1408.57031,1478.90625,3501.86743,79.21432,0,3,481,0,29,994
RUN MODE,2300,-152.4493,4.25719,3.33554,0,0,0,-0.04575,0.05757,0.98198,-3.34809,-13.46718,-0.87023,-1408.57031,1464.84375,3479.28931,79.21648,0,3,384,0,29,998
RUN MODE,2301,-152.50412,3.94037,3.56688,0,0,0,-0.03735,0.0562,0.97319,-4.11145,-12.72214,-0.21374,-1403.89844,1464.84375,3483.80469,79.21756,0,3,435,0,29,998
RUN MODE,2302,-152.45566,3.35569,3.36946,0,0,0,-0.02817,0.04497,0.96855,-4.64885,-9.98626,0.90992,-1373.53125,1476.5625,3508.64038,79.2154,0,3,461,0,30,0
RUN MODE,2303,-152.31378,2.46835,2.69473,0,0,0,-0.01587,0.02549,0.98794,-5.2397,-6.20611,1.87939,-1380.53906,1474.21875,3524.44556,79.21432,0,3,548,0,29,997
RUN MODE,2304,-152.14023,1.89871,1.93553,0,0,0,-0.01802,0.01128,1.01094,-5.23664,-2.92824,2.35725,-1354.84375,1476.5625,3535.73462,79.21432,0,3,508,0,30,0
RUN MODE,2305,-151.97557,1.46996,1.21971,0,0,0,-0.01685,0.00146,1.01426,-4.17099,-0.96794,2.32061,-1350.17188,1485.9375,3544.76562,79.21217,0,3,450,0,30,0
RUN MODE,2306,-151.85556,1.18575,0.7711,0,0,0,-0.01616,0.00015,1.00962,-3.04885,0.00153,1.77252,-1312.79688,1462.5,3562.82812,79.21001,0,3,439,0,29,997
RUN MODE,2307,-151.80135,1.35096,0.89677,0,0,0,-0.02686,0.01304,1.0105,-2.42137,0.16336,0.90992,-1319.80469,1460.15625,3569.60181,79.21001,0,3,438,0,30,1
RUN MODE,2308,-151.79997,1.57092,1.42079,0,0,0,-0.02949,0.02769,0.98276,-2.59237,-0.50076,0.19542,-1312.79688,1467.1875,3571.85938,79.21324,0,3,437,0,29,995
RUN MODE,2309,-151.8203,1.32985,1.83398,0,0,0,-0.01685,0.029,0.94956,-4.09924,-0.78626,-0.25954,-1301.11719,1441.40625,3574.11719,79.21324,0,3,449,0,30,3
RUN MODE,2310,-151.85728,1.06939,2.09441,0,0,0,-0.01323,0.02573,0.94443,-6.77099,-0.23359,-0.68244,-1273.08594,1441.40625,3578.63281,79.21756,0,3,669,0,29,996
RUN MODE,2311,-151.8931,1.2134,1.60706,0,0,0,-0.02388,0.00283,0.99136,-8.61374,0.25344,-0.93893,-1294.10938,1457.8125,3558.31274,79.21864,0,3,311,0,29,998
RUN MODE,2312,-151.93448,1.1084,1.34964,0,0,0,-0.01763,0.00171,0.98145,-8.79695,0.13893,-0.9771,-1298.78125,1439.0625,3549.28125,79.22079,0,3,235,0,30,0
RUN MODE,2313,-151.96854,1.18513,0.79755,0,0,0,-0.02187,-0.01108,0.99263,-8.03053,0.03664,-0.91756,-1289.4375,1429.6875,3540.25,79.21756,0,3,532,0,30,2
RUN MODE,2314,-151.98978,1.34755,0.26364,0,0,0,-0.02646,-0.01597,1.00825,-5.85649,0.03511,-0.67939,-1287.10156,1446.09375,3551.53906,79.21324,0,3,501,0,29,998
RUN MODE,2315,-151.99518,1.60241,-0.15822,0,0,0,-0.03276,-0.01577,1.01768,-2.92366,0.03359,-0.34351,-1301.11719,1446.09375,3533.47656,79.20677,0,3,297,0,29,997
RUN MODE,2316,-152.00293,1.61287,-0.05644,0,0,0,-0.02798,-0.00117,0.98716,-0.92672,0.00763,-0.1084,-1282.42969,1432.03125,3528.96094,79.21217,0,3,446,0,29,997
RUN MODE,2317,-151.99956,1.58471,-0.24182,0,0,0,-0.02715,-0.00811,0.99863,-0.43664,-0.01069,-0.04275,-1252.0625,1462.5,3535.73462,79.21109,0,3,439,0,30,0
RUN MODE,2318,-152.00137,1.59364,-0.17735,0,0,0,-0.02793,-0.00234,0.99922,-0.14962,-0.00763,-0.00458,-1256.73438,1455.46875,3542.50757,79.21217,0,3,443,0,29,997
RUN MODE,2319,-152.00146,1.5907,-0.16032,0,0,0,-0.02759,-0.00264,0.99624,-0.0626,-0.01527,0.00458,-1254.39844,1469.53125,3528.96094,79.2154,0,3,458,0,30,0
RUN MODE,2320,-152.00098,1.57434,-0.1497,0,0,0,-0.02705,-0.00249,0.99565,-0.03053,-0.02443,0.01221,-1268.41406,1460.15625,3551.53906,79.21971,0,3,514,0,29,998
RUN MODE,2321,-152.00169,1.56338,-0.09653,0,0,0,-0.02695,-0.00083,0.99551,-0.00763,-0.01985,0.01221,-1275.42188,1453.125,3571.85938,79.21756,0,3,460,0,29,999
RUN MODE,2322,-152.00055,1.58417,-0.12106,0,0,0,-0.02788,-0.00254,0.99712,-0.01679,-0.01679,0.00763,-1284.76562,1425,3571.85938,79.21756,0,3,461,0,29,999
RUN MODE,2323,-152.00015,1.5963,-0.12733,0,0,0,-0.02793,-0.00234,0.99624,-0.01374,-0.01527,0.00305,-1259.07031,1429.6875,3562.82812,79.21864,0,3,460,0,29,998
RUN MODE,2324,-152.00041,1.5998,-0.11726,0,0,0,-0.02788,-0.0019,0.99668,-0.01374,-0.00611,0,-1233.375,1425,3553.79663,79.21864,0,3,424,0,29,998
RUN MODE,2325,-152.00055,1.61234,-0.11522,0,0,0,-0.02827,-0.002,0.998,-0.01374,-0.01221,-0.00153,-1224.03125,1429.6875,3531.21851,79.2154,0,3,421,0,29,998
RUN MODE,2326,-152.00139,1.60179,-0.13342,0,0,0,-0.02773,-0.00186,0.99893,0.38473,-0.01374,-0.01221,-1235.71094,1427.34375,3537.99219,79.21324,0,3,432,0,30,1
RUN MODE,2327,-152.00253,1.59981,-0.13516,0,0,0,-0.02783,-0.00161,0.99888,0.38779,-0.01679,-0.00916,-1228.70312,1439.0625,3544.76562,79.21001,0,3,478,0,29,996
RUN MODE,2328,-152.00359,1.56982,-0.12057,0,0,0,-0.02681,-0.00107,0.99761,0.39542,-0.0229,0,-1247.39062,1434.375,3549.28125,79.20893,0,3,402,0,30,0
RUN MODE,2329,-152.00368,1.59406,-0.10516,0,0,0,-0.02808,-0.00078,0.99639,0.4,-0.0229,0.01679,-1275.42188,1429.6875,3562.82812,79.20677,0,3,433,0,29,998
RUN MODE,2330,-152.00224,1.63208,-0.12198,0,0,0,-0.02891,-0.00166,0.99448,0.36641,-0.0229,0.02595,-1268.41406,1427.34375,3583.14844,79.21109,0,3,446,0,29,999
RUN MODE,2331,-152.00043,1.62544,-0.10838,0,0,0,-0.02808,-0.00181,0.99512,-0.07328,-0.02748,0.03511,-1268.41406,1446.09375,3578.63281,79.21217,0,3,440,0,29,998
RUN MODE,2332,-151.99759,1.61244,-0.12466,0,0,0,-0.02778,-0.00269,0.99619,-0.12824,-0.02443,0.03664,-1273.08594,1422.65625,3583.14844,79.21324,0,3,372,0,29,998
RUN MODE,2333,-151.99582,1.61633,-0.11067,0,0,0,-0.02817,-0.002,0.99717,-0.15267,-0.01374,0.03206,-1275.42188,1429.6875,3598.95288,79.20786,0,3,433,0,29,998
RUN MODE,2334,-151.99419,1.58848,-0.11925,0,0,0,-0.0272,-0.00259,0.99795,-0.18626,-0.01221,0.01832,-1289.4375,1439.0625,3598.95288,79.20893,0,3,448,0,29,999
RUN MODE,2335,-151.99374,1.60137,-0.11565,0,0,0,-0.02832,-0.00264,1.00645,-0.32977,-0.01374,0,-1289.4375,1434.375,3585.40625,79.20354,0,3,436,0,29,998
RUN MODE,2336,-151.99385,1.64673,-0.07761,0,0,0,-0.02964,-0.00137,1.00459,-0.31298,0.00763,0.00763,-1280.09375,1425,3571.85938,79.20246,0,3,424,0,29,999
RUN MODE,2337,-151.99358,1.69937,-0.05522,0,0,0,-0.03062,-0.00117,1.00142,-0.2855,0.0229,0.00763,-1277.75781,1455.46875,3560.57031,79.20462,0,3,427,0,30,0
RUN MODE,2338,-151.99129,1.7344,-0.10916,0,0,0,-0.03096,-0.00347,1.00225,-0.3374,0.01832,0.00153,-1263.74219,1422.65625,3560.57031,79.21217,0,3,427,0,30,0
RUN MODE,2339,-151.99004,1.76068,-0.10846,0,0,0,-0.0314,-0.00239,1.00586,-0.24885,0.0229,0.01374,-1228.70312,1410.9375,3549.28125,79.21648,0,3,451,0,29,998
RUN MODE,2340,-151.9872,1.71106,-0.12453,0,0,0,-0.02915,-0.00234,0.99971,0.04427,0.04733,0.04122,-1212.35156,1417.96875,3565.08569,79.22079,0,3,433,0,29,999
RUN MODE,2341,-151.9852,1.69713,-0.13342,0,0,0,-0.02954,-0.00229,1.00117,0.09008,0.05191,0.03206,-1217.02344,1417.96875,3556.05469,79.22187,0,3,415,0,30,0
RUN MODE,2342,-151.98512,1.65834,-0.09157,0,0,0,-0.02852,-0.00088,1.00303,0.01985,0.05496,0.0229,-1205.34375,1387.5,3549.28125,79.21971,0,3,490,0,30,2
RUN MODE,2343,-151.98389,1.66353,-0.08534,0,0,0,-0.02959,-0.00137,1.00996,0.01679,0.0855,0.02443,-1214.6875,1396.875,3549.28125,79.21971,0,3,489,0,29,999
RUN MODE,2344,-151.9801,1.6517,-0.13683,0,0,0,-0.02905,-0.00298,1.00444,0.12977,0.14046,0.04275,-1238.04688,1392.1875,3549.28125,79.21971,0,3,448,0,30,2
RUN MODE,2345,-151.97812,1.66179,-0.08694,0,0,0,-0.02979,-0.0001,1.00674,0.30229,0.20458,0.06718,-1252.0625,1387.5,3562.82812,79.21864,0,3,516,0,30,0
RUN MODE,2346,-151.96867,1.72291,-0.20865,0,0,0,-0.03179,-0.00459,1.0082,0.53282,0.22595,0.1145,-1270.75,1401.5625,3558.31274,79.21648,0,3,533,0,29,997
RUN MODE,2347,-151.95738,1.7788,-0.28247,0,0,0,-0.03257,-0.00425,1.00361,0.94504,0.24122,0.18168,-1301.11719,1446.09375,3560.57031,79.21864,0,3,767,0,30,11
RUN MODE,2348,-151.94621,1.77842,-0.20232,0,0,0,-0.03154,0.00044,0.99893,1.32519,0.26565,0.27328,-1301.11719,1483.59375,3560.57031,79.21756,0,3,536,0,29,987
RUN MODE,2349,-151.92828,1.77671,-0.15048,0,0,0,-0.03154,0.00112,0.99814,1.44275,0.30382,0.37557,-1303.45312,1485.9375,3562.82812,79.21864,0,3,542,0,29,992
RUN MODE,2350,-151.8884,1.87395,-0.34474,0,0,0,-0.03491,-0.00581,0.99507,1.65191,0.38779,0.62137,-1294.10938,1500,3558.31274,79.22079,0,3,530,0,29,998
RUN MODE,2351,-151.8497,1.88337,0.04123,0,0,0,-0.03389,0.01001,0.99443,1.50076,0.51756,0.91908,-1289.4375,1488.28125,3560.57031,79.22295,0,3,446,0,29,999
RUN MODE,2352,-151.77443,1.85704,0.33928,0,0,0,-0.03315,0.01221,1.00005,0.66718,0.58321,1.45649,-1298.78125,1450.78125,3565.08569,79.22403,0,3,443,0,29,996
RUN MODE,2353,-151.63556,1.9518,0.64114,0,0,0,-0.03638,0.01558,0.99678,-0.32519,0.45496,2.50076,-1310.46094,1429.6875,3560.57031,79.22403,0,3,446,0,30,0
RUN MODE,2354,-151.40245,2.18539,0.9151,0,0,0,-0.04199,0.01812,0.9981,-1.2916,0.10382,4.05801,-1308.125,1441.40625,3567.34375,79.22295,0,3,661,0,29,998
RUN MODE,2355,-151.07442,2.24225,1.52301,0,0,0,-0.03911,0.03174,1.00244,-2.64275,-0.41679,5.84275,-1303.45312,1422.65625,3558.31274,79.22511,0,3,518,0,29,999
RUN MODE,2356,-150.59361,2.32651,1.58971,0,0,0,-0.03975,0.02207,1.00967,-3.81374,-1.10229,8.04733,-1280.09375,1425,3565.08569,79.22726,0,3,389,0,30,0
RUN MODE,2357,-149.97449,2.4091,1.41211,0,0,0,-0.0395,0.0144,1.01362,-4.2,-1.9542,10.21985,-1247.39062,1420.3125,3551.53906,79.22726,0,3,454,0,29,996
RUN MODE,2358,-149.25352,2.36463,1.09789,0,0,0,-0.03511,0.00723,1.01948,-3.97863,-2.80305,11.86107,-1214.6875,1401.5625,3558.31274,79.2305,0,3,435,0,29,998
RUN MODE,2359,-148.47101,2.1914,0.78062,0,0,0,-0.02871,0.00288,1.03135,-3.35267,-3.58779,12.93588,-1198.33594,1375.78125,3547.02368,79.2305,0,3,388,0,30,0
RUN MODE,2360,-147.65117,2.11803,0.13684,0,0,0,-0.02739,-0.01167,1.02627,-2.14809,-4.43664,13.41527,-1219.35938,1364.0625,3531.21851,79.23158,0,3,416,0,29,999
RUN MODE,2361,-146.85545,2.03509,-0.52959,0,0,0,-0.02417,-0.0209,1.01694,-0.70229,-5.25038,13.01527,-1224.03125,1350,3531.21851,79.23373,0,3,558,0,29,999
RUN MODE,2362,-146.1221,1.98142,-0.68327,0,0,0,-0.02266,-0.01323,1.01978,0.29618,-5.88092,12.24885,-1242.71875,1321.875,3535.73462,79.23589,0,3,503,0,29,998
RUN MODE,2363,-145.4369,1.92283,-0.67088,0,0,0,-0.02041,-0.00947,1.01763,0.70687,-6.41527,11.52519,-1252.0625,1321.875,3504.125,79.23589,0,3,478,0,29,999
RUN MODE,2364,-144.79037,1.82185,-0.42783,0,0,0,-0.01694,-0.00137,1.00986,0.71908,-6.79542,10.99542,-1233.375,1312.5,3513.15649,79.23589,0,3,523,0,30,0
RUN MODE,2365,-144.14822,1.54991,0.0298,0,0,0,-0.00918,0.00928,1.00825,0.2916,-6.79847,11.02748,-1205.34375,1289.0625,3522.1875,79.23158,0,3,440,0,29,998
RUN MODE,2366,-143.46104,1.14356,0.62401,0,0,0,-0.00054,0.02065,1.00757,-0.31298,-6.3374,11.83053,-1181.98438,1275,3540.25,79.22834,0,3,511,0,30,2
RUN MODE,2367,-142.69185,0.83307,0.89717,0,0,0,0.00161,0.0187,0.99448,-0.87939,-5.37863,13.10382,-1163.29688,1279.6875,3526.70312,79.22942,0,3,470,0,29,998
RUN MODE,2368,-141.83095,0.50788,0.96014,0,0,0,0.00454,0.01509,0.98442,-1.40153,-3.85496,14.58321,-1142.27344,1258.59375,3551.53906,79.2305,0,3,431,0,29,999
RUN MODE,2369,-140.88345,0.18073,0.73257,0,0,0,0.0062,0.00537,0.97534,-1.88397,-1.85649,15.98321,-1139.9375,1256.25,3567.34375,79.23266,0,3,409,0,29,996
RUN MODE,2370,-139.87392,0.00059,0.42894,0,0,0,0.00234,-0.00171,0.97236,-2.1771,0.42901,17.01679,-1118.91406,1253.90625,3565.08569,79.23589,0,3,425,0,30,0
RUN MODE,2371,-138.8215,-0.07602,0.08183,0,0,0,-0.00269,-0.00825,0.97402,-2.11145,2.74504,17.74351,-1086.21094,1249.21875,3542.50757,79.2402,0,3,434,0,30,0
RUN MODE,2372,-137.7403,-0.22908,-0.10063,0,0,0,-0.00303,-0.00801,0.98047,-1.67023,4.78626,18.24886,-1051.17188,1260.9375,3558.31274,79.2402,0,3,429,0,29,997
RUN MODE,2373,-136.63469,-0.25254,-0.14864,0,0,0,-0.00781,-0.00571,0.98975,-1.11908,6.30076,18.67634,-1046.5,1279.6875,3549.28125,79.24236,0,3,576,0,30,0
RUN MODE,2374,-135.50066,-0.13811,-0.11467,0,0,0,-0.01372,-0.00278,0.99917,-0.60305,7.09466,19.15572,-1044.16406,1263.28125,3533.47656,79.24128,0,3,423,0,30,0
RUN MODE,2375,-134.33244,0.04511,-0.11812,0,0,0,-0.01816,-0.00254,1.00522,-0.18779,7.1084,19.72824,-1055.84375,1270.3125,3535.73462,79.2402,0,3,521,0,29,998
RUN MODE,2376,-133.13258,0.32849,-0.11171,0,0,0,-0.02358,-0.00166,1.00825,0.03359,6.47939,20.26107,-1069.85938,1275,3540.25,79.23589,0,3,750,0,30,0
RUN MODE,2377,-131.90353,0.6318,-0.17842,0,0,0,-0.0272,-0.00371,1.00898,0.08855,5.43969,20.74198,-1079.20312,1270.3125,3553.79663,79.23373,0,3,288,0,30,3
RUN MODE,2378,-130.65416,0.92338,-0.16127,0,0,0,-0.02964,-0.0019,1.00742,0.03664,4.21221,21.10229,-1069.85938,1265.625,3576.37476,79.23158,0,3,279,0,29,994
RUN MODE,2379,-129.38208,1.15626,0.10364,0,0,0,-0.03022,0.00664,1.00723,-0.15725,3.00305,21.55573,-1053.50781,1253.90625,3565.08569,79.23373,0,3,288,0,29,999
RUN MODE,2380,-128.06561,1.36123,0.32288,0,0,0,-0.03076,0.00918,1.0063,-0.53282,1.81527,22.28702,-1030.14844,1253.90625,3560.57031,79.23589,0,3,270,0,30,0
RUN MODE,2381,-126.69381,1.56376,0.44743,0,0,0,-0.03159,0.00908,0.99888,-0.96641,0.6687,23.18321,-1011.46094,1251.5625,3567.34375,79.23804,0,3,261,0,29,997
RUN MODE,2382,-125.26136,1.75051,0.57619,0,0,0,-0.03223,0.01064,0.99575,-1.43359,-0.40458,24.20916,-978.75787,1244.53125,3565.08569,79.2402,0,3,282,0,29,999
RUN MODE,2383,-123.75417,1.86158,0.5172,0,0,0,-0.03081,0.00601,0.99463,-1.81527,-1.42443,25.37405,-971.74994,1228.125,3558.31274,79.23589,0,3,271,0,29,999
RUN MODE,2384,-122.1867,1.92826,0.371,0,0,0,-0.0293,0.00186,0.99082,-1.98321,-2.38626,26.34199,-971.74994,1246.875,3551.53906,79.23266,0,3,261,0,29,999
RUN MODE,2385,-120.58254,1.92006,0.31,0,0,0,-0.02656,0.0021,0.99185,-2.05802,-3.14198,27.00305,-960.07025,1249.21875,3560.57031,79.22942,0,3,220,0,29,999
RUN MODE,2386,-118.94781,1.80125,0.41826,0,0,0,-0.02173,0.00664,0.99761,-2.10076,-3.68855,27.61069,-957.73438,1249.21875,3542.50757,79.22834,0,3,246,0,29,998
RUN MODE,2387,-117.27866,1.62734,0.53624,0,0,0,-0.01704,0.00889,1.002,-2.05038,-4.04886,28.20611,-967.07819,1237.5,3535.73462,79.22942,0,3,246,0,29,998
RUN MODE,2388,-115.57622,1.36796,0.66336,0,0,0,-0.01084,0.01133,1.00103,-1.91908,-4.11145,28.78168,-946.05469,1225.78125,3533.47656,79.23481,0,3,252,0,29,997
RUN MODE,2389,-113.8363,1.11578,0.6116,0,0,0,-0.00703,0.00742,0.99937,-1.83969,-3.83969,29.35267,-904.00781,1207.03125,3549.28125,79.23697,0,3,216,0,30,2
RUN MODE,2390,-112.0659,0.93215,0.57454,0,0,0,-0.0061,0.00703,0.99478,-1.71298,-3.2626,29.87328,-882.98438,1176.5625,3544.76562,79.2402,0,3,363,0,29,999
RUN MODE,2391,-110.26954,0.75981,0.49208,0,0,0,-0.00508,0.00518,0.98916,-1.45496,-2.37863,30.29924,-838.60162,1127.34375,3560.57031,79.2402,0,3,292,0,29,997
RUN MODE,2392,-108.45424,0.58055,0.27083,0,0,0,-0.00425,-0.0001,0.98398,-0.96947,-1.24427,30.59084,-798.89062,1129.6875,3540.25,79.23589,0,3,253,0,29,998
RUN MODE,2393,-106.63527,0.51001,0.09822,0,0,0,-0.00742,-0.00088,0.98237,-0.19084,0,30.66718,-780.20319,1129.6875,3517.67188,79.23158,0,3,327,0,29,997
RUN MODE,2394,-104.81863,0.59217,0.0466,0,0,0,-0.01382,0.0021,0.97788,0.79237,1.26718,30.65344,-756.84381,1125,3540.25,79.22942,0,3,273,0,29,999
RUN MODE,2395,-103.00002,0.63986,0.05818,0,0,0,-0.01655,0.00493,0.97085,1.60763,2.58015,30.70687,-726.47656,1146.09375,3528.96094,79.22726,0,3,257,0,29,997
RUN MODE,2396,-101.17778,0.63425,0.12981,0,0,0,-0.01841,0.00762,0.96553,1.8855,4.09313,30.78168,-740.49219,1164.84375,3501.86743,79.22511,0,3,236,0,30,0
